,ACCOUNT,SITE_ADDR_1_2019,SITE_ADDR_3_2019
654,180060000023,2505 COMMONWEALTH ST,77006
655,180060000024,1420 MISSOURI ST,77006
656,180060000025,1418 MISSOURI ST,77006
657,180060000026,2517 COMMON WEALTH AVE,77006
658,180060000027,2521 COMMONWEALTH AVE,77006
659,180060000028,2525 COMMON WEALTH AVE,77006
660,180070000005,1309 HYDE PARK BLVD,77006
661,180070000022,1307 HYDE PARK BLVD,77006
662,180070000023,1301 HYDE PARK BLVD,77006
663,180070000024,1305 HYDE PARK BLVD,77006
664,180070000025,2506 VAN BUREN ST,77006
665,180070000027,1303 HYDE PARK BLVD,77006
666,180080000001,2513 VAN BUREN ST,77006
667,180080000002,2509 VAN BUREN ST,77006
668,180080000005,2500 YOAKUM BLVD,77006
669,180080000009,1201 HYDE PARK BLVD,77006
670,180080000010,1203 HYDE PARK BLVD,77006
671,180080000011,1205 HYDE PARK BLVD,77006
672,180080000012,1205 HYDE PARK BLVD,77006
673,180090000004,1109 HYDE PARK BLVD,77006
674,180120000001,2401 YOAKUM BLVD,77006
675,180120000002,2405 YOAKUM BLVD,77006
676,180120000003,2407 YOAKUM BLVD,77006
677,180120000009,2411 YOAKUM BLVD,77006
678,180120000010,2409 YOAKUM BLVD,77006
679,180120000011,1112 HYDE PARK BLVD,77006
680,180120000013,1108 HYDE PARK BLVD,77006
681,180130000001,2401 VAN BUREN ST,77006
682,180130000003,1216 HYDE PARK BLVD,77006
683,180130000005,1206 HYDE PARK BLVD,77006
684,180130000009,1212 HYDE PARK BLVD,77006
685,180140000004,1304 HYDE PARK BLVD,77006
686,180140000005,1302 HYDE PARK BLVD,77006
687,180140000006,1300 HYDE PARK BLVD,77006
688,180140000007,2406 VAN BUREN ST,77006
689,180140000008,2402 VAN BUREN ST,77006
690,180150000001,2407 WAUGH DR,77006
691,180150000013,1335 FAIRVIEW AVE,77006
692,180150000015,1333 FAIRVIEW AVE,77006
693,180150000016,1331 FAIRVIEW AVE,77006
694,180160000013,2406 WAUGH DR,77006
695,180170000005,1502 HYDE PARK BLVD,77006
696,180170000006,1504 HYDE PARK BLVD,77006
697,180170000007,1502 HYDE PARK BLVD,77006
698,180170000008,2402 COMMONWEALTH ST,77006
699,180170000010,1505 FAIRVIEW AVE,77006
700,180170000015,1500 HYDE PARK BLVD,77006
701,180170000016,1506 HYDE PARK BLVD,77006
702,180170000017,1504 HYDE PARK BLVD,77006
703,180170000018,1507 FAIRVIEW AVE,77006
704,180170000020,1503 FAIRVIEW AVE,77006
705,180170000021,1503 FAIRVIEW AVE,77006
706,180180000001,1517 MARYLAND ST,77006
707,180180000003,1506 FAIRVIEW AVE,77006
708,180180000004,1508 FAIRVIEW AVE,77006
709,180180000008,1505 MARYLAND ST,77006
710,180180000009,1501 MARYLAND ST,77006
711,180180000010,1511 MARYLAND ST,77006
712,180180000011,1515 MARYLAND ST,77006
713,180180000014,1503 MARYLAND ST,77006
714,180180000015,1507 MARYLAND ST,77006
715,180180000016,1509 MARYLAND ST,77006
716,180180000017,1519 MARYLAND ST,77006
717,180180000018,1521 MARYLAND ST,77006
718,180180000019,1523 MARYLAND ST,77006
719,180180000020,1525 MARYLAND ST,77006
720,180180000021,1512 FAIRVIEW AVE,77006
721,180180000022,1514 FAIRVIEW AVE,77006
722,180180000023,1516 FAIRVIEW AVE,77006
723,180180000024,1518 FAIRVIEW AVE,77006
724,180180000025,1520 FAIRVIEW AVE,77006
725,180180000026,1513 MARYLAND ST,77006
726,180190000004,1418 FAIRVIEW AVE,77006
727,180190000011,1405 MARYLAND ST,77006
728,180200000001,1400 MARYLAND ST,77006
729,180200000002,1404 MARYLAND ST,77006
730,180200000003,1406 MARYLAND ST,77006
731,180200000004,1408 MARYLAND ST,77006
732,180200000005,1410 MARYLAND ST,77006
733,180200000006,2215 COMMONWEALTH ST,77006
734,180200000011,1407 MICHIGAN ST,77006
735,180200000016,1414 MARYLAND ST,77006
736,180200000017,2211 COMMONWEALTH ST,77006
737,180200000018,2209 COMMONWEALTH ST,77006
738,180200000019,2213 COMMONWEALTH ST,77006
739,180210000002,1522 MARYLAND ST,77006
740,180210000011,1515 MICHIGAN ST,77006
741,180210000012,1521 MICHIGAN ST,77006
742,180210000013,1523 MICHIGAN ST,77006
743,180210000017,1525 MICHIGAN ST,77006
744,180210000018,1527 MICHIGAN ST,77006
745,180220000001,1524 MICHIGAN ST,77006
746,180220000003,1512 MICHIGAN ST,77006
747,180220000004,1510 MICHIGAN ST,77006
748,180220000005,1506 MICHIGAN ST,77006
749,180220000010,1507 INDIANA ST,77006
750,180220000013,1519 INDIANA ST 8,77006
751,180230000002,1404 MICHIGAN ST,77006
752,180230000003,1406 MICHIGAN ST,77006
753,180230000004,1408 MICHIGAN ST,77006
754,180230000006,2115 COMMONWEALTH ST,77006
755,180230000007,2109 COMMONWEALTH ST,77006
756,180230000008,1415 INDIANA ST,77006
757,180230000010,1409 INDIANA ST,77006
758,180230000011,1407 INDIANA ST,77006
759,180230000017,1412 MICHIGAN ST,77006
760,180240000003,1406 INDIANA ST,77006
761,180240000006,1410 INDIANA ST,77006
762,180240000015,1409 WELCH ST,77006
763,180240000016,1409 WELCH ST,77006
764,180240010001,1411 WELCH ST,77006
765,180240010002,1413 WELCH ST,77006
766,180240010003,1415 WELCH ST,77006
767,180240010004,1417 WELCH ST,77006
768,180240010005,2001 COMMONWEALTH ST,77006
769,180240010006,2003 COMMONWEALTH ST,77006
770,180240010007,2005 COMMONWEALTH ST,77006
771,180240010008,2007 COMMONWEALTH ST,77006
772,180240010009,2009 COMMONWEALTH ST,77006
773,180240010010,2011 COMMONWEALTH ST,77006
774,180240010011,1420 INDIANA ST,77006
775,180250000002,1518 INDIANA ST,77006
776,180250000003,1508 INDIANA ST,77006
777,180250000004,1506 INDIANA ST,77006
778,180250000009,2006 COMMONWEALTH ST,77006
779,180250000010,1517 WELCH ST,77006
780,180250000011,1519 WELCH ST,77006
781,180250000012,1521 WELCH ST,77006
782,180250000013,1523 WELCH ST,77006
783,180250000014,1525 WELCH ST,77006
784,180250000016,2010 COMMONWEALTH ST,77006
785,180250000019,1519 1/2 WELCH ST,77006
786,180250000020,1521 WELCH ST,77006
787,180270000003,1406 WELCH ST,77006
788,180280000003,1406 VERMONT ST,77006
789,180280000011,1407 NEVADA ST,77006
790,180280000012,1800 WAUGH DR,77006
791,180280000017,1807 COMMONWEALTH ST,77006
792,180280000018,1409 NEVADA ST A,77006
793,180280000019,1802 WAUGH DR,77006
794,180280000024,1419 NEVADA ST,77006
795,180280000025,1803 COMMONWEALTH ST,77006
796,180280000026,1811 COMMONWEALTH ST,77006
797,180280000028,1409 NEVADA ST,77006
798,180300000001,1718 WAUGH DR,77006
799,180300000003,1412 NEVADA ST,77006
800,180300000013,1700 WAUGH DR,77006
801,180300000014,1710 WAUGH DR,77006
802,180300000015,1410 NEVADA ST,77006
803,180300000016,1411 HADDON ST,77006
804,180300010001,1417 NEVADA ST,77006
805,180300010002,1415 NEVADA ST,77006
806,180300010003,1413 NEVADA ST,77006
807,180300010004,1411 NEVADA ST,77006
808,180340000013,2606 GRANT ST,77006
809,180340000016,1001 MISSOURI ST,77006
810,180350000001,1000 MISSOURI ST,77006
811,180350000002,1002 MISSOURI ST,77006
812,180350000003,1004 MISSOURI ST,77006
813,180350000004,1006 MISSOURI ST,77006
814,180350000005,1008 MISSOURI ST,77006
815,180360000003,1110 MISSOURI ST,77006
816,180370000001,1106 CALIFORNIA ST,77006
817,180370000002,2604 MONTROSE BLVD,77006
818,180370000003,2602 MONTROSE BLVD,77006
819,180370000004,1105 MISSOURI ST,77006
820,180370000007,1118 CALIFORNIA ST,77006
821,180370000009,2608 MONTROSE BLVD,77006
822,180370000010,1104 CALIFORNIA ST,77006
823,180370000011,1102 CALIFORNIA ST,77006
824,180370000012,2606 MONTROSE BLVD,77006
825,180370000013,1103 MISSOURI ST,77006
826,180370000014,1101 MISSOURI ST,77006
827,180400000001,1210 CALIFORNIA ST,77006
828,180400000007,1215 MISSOURI ST 6,77006
829,180400000010,1203 MISSOURI ST,77006
830,180400000014,2610 YOAKUM BLVD,77006
831,180400000015,2608 YOAKUM BLVD,77006
832,180400000016,1201 MISSOURI ST,77006
833,180400000017,2614 YOAKUM BLVD,77006
834,180400000018,2626 YOAKUM BLVD,77006
835,180400000019,2620 YOAKUM BLVD,77006
836,180400000020,1221 MISSOURI ST 3,77006
837,180400000021,2601 WAUGH DR 2,77006
838,180400000022,1219 MISSOURI ST 4,77006
839,180400000023,2605 WAUGH DR 1,77006
840,180400000024,1217 MISSOURI ST,77006
841,180400000025,2618 YOAKUM BLVD,77006
842,180400000026,1202 CALIFORNIA ST,77006
843,180400000027,1206 CALIFORNIA ST,77006
844,180410000002,1206 MISSOURI ST,77006
845,180430000001,1340 FAIRVIEW AVE,77006
846,180430000005,1314 FAIRVIEW AVE,77006
847,180430000007,1308 FAIRVIEW AVE,77006
848,180430000008,1306 FAIRVIEW AVE,77006
849,180430000011,1203 JACKSON BLVD,77006
850,180430000017,1215 JACKSON BLVD,77006
851,180430000018,1223 JACKSON BLVD,77006
852,180430000019,1225 JACKSON BLVD,77006
853,180430000021,1231 JACKSON BLVD,77006
854,180430000022,2301 WAUGH DR,77006
855,180430000023,1338 FAIRVIEW AVE,77006
856,180430000024,1336 FAIRVIEW AVE,77006
857,180430000025,1334 FAIRVIEW AVE,77006
858,180430000026,1332 FAIRVIEW AVE,77006
859,180430000027,1330 FAIRVIEW AVE,77006
860,180430000028,1328 FAIRVIEW AVE,77006
861,180430000029,1322 FAIRVIEW AVE,77006
862,180430000030,1326 FAIRVIEW AVE,77006
863,180430000031,1324 FAIRVIEW AVE,77006
864,180440000006,1108 FAIRVIEW AVE,77006
865,180440000007,1106 FAIRVIEW AVE,77006
866,180440000012,1111 JACKSON BLVD,77006
867,180440000013,1113 JACKSON BLVD,77006
868,180440000014,1117 JACKSON BLVD,77006
869,180440000015,1119 JACKSON BLVD,77006
870,180440000016,1121 JACKSON BLVD,77006
871,180440000018,1125 JACKSON BLVD,77006
872,180440010001,1107 JACKSON BLVD,77006
873,180440010002,1107 JACKSON BLVD,77006
874,180440010003,1107 JACKSON BLVD,77006
875,180440010004,1107 JACKSON BLVD D,77006
876,180460000004,1226 JACKSON BLVD,77006
877,180460000005,1224 JACKSON BLVD,77006
878,180460000006,1222 JACKSON BLVD,77006
879,180460000012,1204 JACKSON BLVD,77006
880,180460000015,1124 JACKSON BLVD,77006
881,180460000016,1122 JACKSON BLVD,77006
882,180460000018,1118 JACKSON BLVD,77006
883,180460000020,1112 JACKSON BLVD,77006
884,180460000021,1108 JACKSON BLVD,77006
885,180460000040,2200 MONTROSE BLVD,77006
886,180460000042,1110 JACKSON BLVD,77006
887,180460000043,1108 JACKSON BLVD,77006
888,180460000044,1106 JACKSON BLVD,77006
889,180460000045,1106 JACKSON BLVD B,77006
890,180460000046,1110 JACKSON BLVD,77006
891,180460000047,1200 JACKSON BLVD,77006
892,180460020001,1205 JACKSON BLVD E,77006
893,180460020002,1205 JACKSON BLVD D,77006
894,180460020003,1205 JACKSON BLVD C,77006
895,180460020004,1205 JACKSON BLVD B,77006
896,180460020005,1205 JACKSON BLVD A,77006
897,180470010003,1719 WESTHEIMER RD,77098
898,180490000011,2508 RALPH ST,77006
899,180490000023,2506 RALPH ST,77006
900,180500000001,2501 PARK ST,77019
901,180500000002,2503 PARK ST,77019
902,180500000003,2505 PARK ST,77019
903,180500000004,2509 PARK ST,77019
904,180500000012,1919 MISSOURI ST,77019
905,180510000002,2504 PARK ST UNIT A,77019
906,180510000005,2504 PARK ST,77019
907,180520000001,2428 PARK ST,77019
908,180520000004,2410 PARK ST,77019
909,180520000013,2402 PARK ST,77019
910,180530000002,2407 PARK ST,77019
911,180530000003,2411 PARK ST,77019
912,180530000004,2415 PARK ST,77019
913,180530000005,2417 PARK ST,77019
914,180530000012,2413 PARK ST,77019
915,180540000001,2401 DUNLAVY ST,77006
916,180540000005,2415 DUNLAVY,77006
917,180540000006,2417 DUNLAVY ST,77006
918,180540000007,2422 RALPH ST,77006
919,180540000013,2415 DUNLAVY ST,77006
920,180540000014,1820 MISSOURI ST,77006
921,180540000015,1824 MISSOURI ST,77006
922,180550000001,2407 RALPH ST,77006
923,180550000005,2423 RALPH ST,77006
924,180550000013,2409 RALPH ST A,77006
925,180550000014,2409 RALPH ST B,77006
926,180550000015,2409 RALPH ST C,77006
927,180550000016,2409 RALPH ST D,77006
928,180550000017,2409 RALPH ST E,77006
929,180550000018,2421 RALPH ST,77006
930,180550000019,2425 RALPH ST,77006
931,180550000020,2427 RALPH ST,77006
932,180570000003,2309 PARK ST,77019
933,180570000009,2314 DUNLAVY,77006
934,180590000003,2206 PARK ST,77019
935,180590000004,2210 PARK ST,77019
936,180600000002,2205 PARK ST,77019
937,180600000008,2120 DUNLAVY ST,77006
938,180620000008,2405 RALPH ST,77006
939,180620000009,2402 MANDELL ST C,77006
940,180620010001,2304 DUNLAVY ST,77006
941,180620010002,2306 DUNLAVY ST,77006
942,211500260003,2918 HEPBURN ST,77054
943,230570000004,508 SUL ROSS ST B,77006
944,230570000006,516 SUL ROSS ST,77006
945,230570000012,512 SUL ROSS ST,77006
946,230570000015,508 SUL ROSS ST A,77006
947,230580000003,506 BRANARD ST,77006
948,230580000012,505 SUL ROSS ST,77006
949,230580000014,520 BRANARD ST,77006
950,230580000015,515 SUL ROSS ST,77006
951,230590000001,513 BRANARD ST,77006
952,230590000006,516 W MAIN ST,77006
953,230590000011,509 BRANARD ST,77006
954,230590000012,508 W MAIN ST,77006
955,230590000013,510 W MAIN ST,77006
956,230590000015,515 BRANARD ST,77006
957,230600000001,513 W MAIN ST,77006
958,230600000003,512 COLQUITT ST,77006
959,230600000012,520 COLQUITT ST,77006
960,230600000016,4117 JACK ST,77006
961,230600000017,4119 JACK ST,77006
962,230600000018,4121 JACK ST,77006
963,230600000019,526 COLQUITT ST,77006
964,230600000020,524 COLQUITT ST,77006
965,230620000008,615 COLQUITT ST,77006
966,230620000016,4203 GREELEY ST,77006
967,230620000017,4205 GREELEY ST,77006
968,230630000001,607 W MAIN ST,77006
969,230630000003,606 COLQUITT ST,77006
970,230630000011,611 W MAIN ST,77006
971,230630000012,608 COLQUITT ST,77006
972,230630000013,603 W MAIN ST,77006
973,230630000014,602 COLQUITT ST,77006
974,230630000015,614 COLQUITT ST,77006
975,230630000016,615 W MAIN ST,77006
976,230630000017,610 COLQUITT ST,77006
977,230640000001,4002 JACK ST,77006
978,230640000004,608 W MAIN ST,77006
979,230640000006,614 W MAIN ST,77006
980,230640000012,610 W MAIN ST,77006
981,230640000014,620 W MAIN ST,77006
982,230650000001,605 SUL ROSS ST,77006
983,230650000006,620 BRANARD ST,77006
984,230650000008,609 SUL ROSS ST,77006
985,230650000012,603 SUL ROSS ST,77006
986,230650000015,619 SUL ROSS ST,77006
987,230670000003,702 SUL ROSS ST,77006
988,230670000006,718 SUL ROSS ST,77006
989,230670000014,708 SUL ROSS ST,77006
990,230700000008,4111 STANFORD ST,77006
991,230700000014,4120 GREELEY ST,77006
992,230700000015,4107 STANFORD ST,77006
994,230710000001,701 COLQUITT ST,77006
995,230710000012,710 RICHMOND AVE,77006
996,230710000013,705 COLQUITT ST,77006
997,230710000027,714 RICHMOND AVE,77006
998,230720000009,813 COLQUITT ST,77006
999,230720000012,812 RICHMOND AVE,77006
1000,230720000014,4205 ROSELAND ST,77006
1001,230720000017,4203 ROSELAND ST,77006
1002,230720000018,4201 ROSELAND ST,77006
1003,230720000019,4206 STANFORD ST,77006
1004,230720000020,4208 STANFORD ST,77006
1005,230720000021,4210 STANFORD ST,77006
1006,230730000001,801 W MAIN ST,77006
1007,230730000004,800 COLQUITT ST,77006
1008,230730000012,808 COLQUITT ST,77006
1009,230730000013,804 COLQUITT ST,77006
1010,230730000014,814 COLQUITT ST,77006
1011,230730000017,815 W MAIN ST,77006
1012,230740000001,801 BRANARD ST,77006
1013,230740000003,4010 STANFORD ST,77006
1014,230740000004,804 W MAIN ST,77006
1015,230740000006,812 W MAIN ST,77006
1016,230740000008,4009 ROSELAND ST,77006
1017,230740000009,811 BRANARD ST,77006
1018,230740000015,816 W MAIN ST,77006
1019,230750000003,806 BRANARD ST,77006
1020,230750000011,809 SUL ROSS ST,77006
1021,230750000012,810 BRANARD ST,77006
1022,230750000016,3945 ROSELAND ST,77006
1023,230750000019,3941 ROSELAND ST,77006
1024,230750000020,3937 ROSELAND ST,77006
1025,230750000021,3929 ROSELAND ST,77006
1026,230760000003,800 SUL ROSS ST,77006
1027,230760000015,3819 ROSELAND ST,77006
1028,230760000016,3821 ROSELAND ST,77006
1029,230760000017,3823 ROSELAND ST,77006
1030,230760000018,818 SUL ROSS ST,77006
1031,230780000001,3902 ROSELAND ST,77006
1032,230780000002,3906 ROSELAND ST,77006
1033,230780000003,3910 ROSELAND ST,77006
1034,230780000004,3914 ROSELAND ST,77006
1035,230780000005,3918 ROSELAND ST,77006
1036,230780000006,3922 ROSELAND ST,77006
1037,230780000007,3926 ROSELAND ST,77006
1038,230780000008,3930 ROSELAND ST,77006
1039,230780000009,3934 ROSELAND ST,77006
1040,230780000010,3938 ROSELAND ST,77006
1041,230780000011,3942 ROSELAND ST,77006
1042,230780000012,3946 ROSELAND ST,77006
1043,230790000001,4002 ROSELAND ST,77006
1044,230790000002,4018 ROSELAND ST,77006
1045,230790000003,4006 ROSELAND ST,77006
1046,230790000004,4010 ROSELAND ST,77006
1047,230790000005,4016 ROSELAND ST,77006
1048,230790000006,4014 ROSELAND ST,77006
1049,230790000007,4012 ROSELAND ST,77006
1050,230790000008,4020 ROSELAND ST,77006
1051,230790000009,4022 ROSELAND ST,77006
1052,230790000011,4026 ROSELAND ST,77006
1053,230790000012,4024 ROSELAND ST,77006
1054,230810000002,4206 ROSELAND ST,77006
1055,250330000007,808 WINBERN ST,77002
1056,260550010005,2022 W ALABAMA ST,77098
1057,260550010015,3005 HULDY ST,77098
1058,260550010016,3007 HULDY ST,77098
1059,260550010017,3009 HULDY ST,77098
1060,260560040005,2016 HAROLD ST,77098
1061,260560040008,2000 HAROLD ST,77098
1062,260950000005,304 BOMAR ST,77006
1063,260950000006,310 BOMAR ST,77006
1064,260950000007,1908 TAFT ST,77006
1065,260950000008,306 BOMAR ST,77006
1066,260950000009,308 BOMAR ST,77006
1067,260950000010,312 BOMAR ST,77006
1068,260950000011,314 BOMAR ST,77006
1069,261270010001,402 STRATFORD ST,77006
1070,261270010002,404 STRATFORD ST,77006
1071,261270010003,406 1/2 STRATFORD ST,77006
1072,261270010009,407 AVONDALE ST,77006
1073,261270010010,405 AVONDALE ST,77006
1074,261270010013,401 AVONDALE ST,77006
1075,261270010014,406 STRATFORD ST,77006
1076,261270020001,401 STRATFORD ST,77006
1077,261270020002,403 STRATFORD ST,77006
1078,261270020003,405 STRATFORD ST,77006
1079,261280000003,2603 HOPKINS ST,77006
1080,261280000006,505 AVONDALE ST,77006
1081,261280000007,503 AVONDALE ST,77006
1082,261280000008,501 AVONDALE ST,77006
1083,261280000009,2611 HOPKINS ST,77006
1084,261280000010,2609 HOPKINS ST,77006
1085,261280000011,2607 HOPKINS ST,77006
1086,261280000014,2606 WHITNEY ST,77006
1087,261280000016,2602 WHITNEY ST,77006
1088,261280000017,2605 HOPKINS ST,77006
1089,261280000018,515 AVONDALE ST,77006
1090,261280000019,2619 HOPKINS ST,77006
1091,261280000020,2617 HOPKINS ST,77006
1092,261280000023,517 AVONDALE ST,77006
1093,261290000005,609 AVONDALE ST,77006
1094,261290000009,2615 STANFORD ST,77006
1095,261290000010,2611 STANFORD ST,77006
1096,261290000012,2612 HOPKINS ST 3,77006
1097,261290000013,2608 HOPKINS ST,77006
1098,261290000014,2606 HOPKINS ST,77006
1099,261290000018,2609 STANFORD ST,77006
1100,261290000019,607 PACIFIC ST,77006
1101,261290000021,605 PACIFIC ST,77006
1102,261290000022,603 PACIFIC ST,77006
1103,261290000023,2602 HOPKINS ST,77006
1104,261290000024,2600 HOPKINS ST,77006
1105,261300000003,2605 CROCKER ST,77006
1106,261300000006,705 AVONDALE ST,77006
1107,261300000009,2611 CROCKER ST,77006
1108,261300000010,2609 CROCKER ST,77006
1109,261300000012,2607 CROCKER ST,77006
1110,261300000013,2614 STANFORD ST,77006
1111,261300000014,2612 STANFORD ST,77006
1113,261310000001,702 AVONDALE ST,77006
1114,261310000002,708 AVONDALE ST,77006
1115,261320000001,502 AVONDALE ST,77006
1116,261320000002,504 AVONDALE ST,77006
1117,261320000003,506 AVONDALE ST,77006
1118,261320000008,614 AVONDALE ST,77006
1119,261330000001,402 AVONDALE ST,77006
1120,261330000002,404 AVONDALE ST,77006
1121,261330000003,406 AVONDALE ST,77006
1122,261330000004,408 AVONDALE ST,77006
1123,261330000006,412 AVONDALE ST,77006
1124,261340000015,400 LOVETT BLVD,77006
1125,261340000016,402 LOVETT BLVD,77006
1126,261340000017,404 LOVETT BLVD,77006
1127,261340000018,406 LOVETT BLVD,77006
1128,261340000019,408 LOVETT BLVD,77006
1129,261340000020,410 LOVETT BLVD,77006
1130,261340000021,412 LOVETT BLVD,77006
1131,261340000022,3300 TAFT ST,77006
1132,261340000023,3300 TAFT ST E,77006
